	ABT	AG	AHR	AKMK	AKMW	AKNK	AKOK	AKR	AKWG	AKWH	AKWK	ANI	AR	ARM	ART	ASH	AU	AW	AWD	AWN	BAL	BC	BOG	BOR	BR	BSH	CB	CBWK	CH	CL	CMD	CS	D	DC	DCB	DCP	DRY	DUD	EAL	EL	EM	ESK	EU	FRK	GLN	HAL	HAN	HBMAK	HBMAN	HBMNR	HBPOR	HER	HKH	HOK	HOR	HRMAN	HRMW	HRN	HRWG	HT	HTM	HUT	HW	IRC	JLB	JLH	JLW	K	KAR	KAU	KH	KKP	KN	KOW	KP	KRK	KT	KTN	KWH	LG	LU	LV	LYL	M	MA	MB	MD	MGK	MGP	MH	MKD	MKM	MKU	ML	MNK	MNR	MNT	MO	MPT	MRP	MSB	MTK	MTR	MTU	MU	MUG	MWB	MWF	MWP	MWW	NKU	O	OAG	OAK	OAL	OAM	OB	OHP	OMR	OMW	OP	OPH	OPU	OR	ORO	OT	OTH	OTN	OTR	PAH	PAW	PB	PCK	PGH	PH	PHE	PHN	PHP	PIR	PKW	PP	PRN	PRS	PU	PUH	QLB	RED	RES	RG	RH	RHP	RMW	RUA	SEL	SH	SKL	SP	SPR	SR	STX	SY	TAS	TH	TIR	TIW	TK	TKP	TKT	TNK	TP	TR	TRB	TRC	TRK	TRN	TRP	TRU	TS	TSH	TSRM	TUK	VU	WAI	WB	WC	WGMAN	WGPOR	WGR	WGWG	WHB	WKK	WKMTA	WKN	WKNK	WKOKU	WKR	WKWK	WMR	WMU	WN	WP	WPR	WS	WTT
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Gallionellales;f__Gallionellaceae	0	0	0	0	0	6.66667E-05	0.001333333	0	0	0.000533333	0	0	6.66667E-05	0.0004	0.0004	0	0.0002	0	0.000266667	0	0	0	0	0	0	0	0.000133333	0	0.000133333	0	0	0	0.0016	0.000133333	0.0002	6.66667E-05	0	0	0	0.000133333	0.000666667	0	0.000533333	0	0	0	0	0	0	0	0	0	0.000666667	0.000533333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0.000333333	0	0	0.002666667	0.000133333	0.005133333	0	0	0.0032	0	0	0	6.66667E-05	0.000333333	0	0	0	6.66667E-05	0	0	0	0	0	0	0.001	0	0	6.66667E-05	0.000666667	0	0	0	0	0	0.000133333	0.000133333	0	0.0004	0	0	0	0	0	0	0	0	0	0.001333333	0	0.000533333	0.0004	0.0004	0.000133333	0	0	0	0.000133333	0	6.66667E-05	0	0	0	0	6.66667E-05	0	0	0	6.66667E-05	0	0	0	0	0	0.0014	0	0	0	0	0.000333333	0	0.000333333	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0.000466667	0	0.001133333	0	0	0	0	6.66667E-05	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae	0	0	0	0	0	0	6.66667E-05	0	0	6.66667E-05	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0.000333333	6.66667E-05	0	0	0	0.0002	0	0	0	0.000133333	0.0002	0	0	0	0.0008	0	6.66667E-05	6.66667E-05	0	0	0	0	0	0	0	0	0.0002	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	6.66667E-05	0	0.0002	0	0.0002	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0.0002	0	0	0	0.000133333	0.000133333	0	6.66667E-05	0	0	0	0.0002	6.66667E-05	0.000533333	0	0	0	0	0	0	0	0	0	0	0	0.001133333	0	0	0.000133333	0	0	0.000133333	0	0	0	0	6.66667E-05	0	0	0.000133333	0	0	0	0	6.66667E-05	0	0	0	0	0	0.000133333	0	6.66667E-05	0	0.000266667	0	0	0	0	0	0	6.66667E-05	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0.000266667	0.0004	0	0	0	6.66667E-05	0	0.000133333	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__IS-44;f__	0	0	0.000133333	6.66667E-05	0	0.002133333	0.002266667	0	0.021933333	0.0018	0	0	0.000933333	0.0014	0.000666667	0	0.000666667	0.000133333	0.002	0.000933333	0	0	0	0	6.66667E-05	0	0.0004	0	0	0	0	0.0002	0.0014	0.000866667	0.000733333	0.0002	0	6.66667E-05	0	6.66667E-05	0.0002	0	0.0016	0	0	0	0	0	0	0	6.66667E-05	0	0.000666667	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0.0004	0	0	6.66667E-05	0	0	0.0008	0.000266667	0.001533333	0	0	0.000866667	0	0	0.000533333	0.000133333	0.003666667	0	0.0002	0.002266667	0	6.66667E-05	0	6.66667E-05	0.001533333	0	0	0	0	0.000133333	0	0	0	0	0	0.003933333	6.66667E-05	0	0	0.001266667	0	0	0	0	6.66667E-05	0.003733333	0.0002	0	0.000266667	0	0	0.000333333	0	0	0.001	6.66667E-05	0	0	0.0004	0	0.000466667	0.0004	0.001533333	6.66667E-05	0	0	0.002133333	0.000133333	0	0.0018	0	6.66667E-05	0	0	0	0	0	0	0.0008	0	0	0	0	0	0.000666667	0	0	0	0	0.001	0	0.000333333	0	0	0	6.66667E-05	0	0	0.0002	0	0	0	0	0	0	0	0	0.000666667	0.000333333	0.0018	0	0	0	0	0	0	0.0012	0	0.000266667	0	0	0	0	0	0	6.66667E-05	0	0	0.001066667	6.66667E-05	0	0.0002	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1;f__	0	0	0	0.0006	0.000933333	0.0044	0.0014	0	0.002933333	0.003733333	0.000133333	0	0.0002	0.001133333	0.0014	0	0.0016	0	0.005933333	0.0014	0	6.66667E-05	0	0.000533333	0	0	0.002133333	0	0.000666667	0	0	0.000333333	0.008466667	0.002066667	0.001733333	0.0006	0	0.0004	0	0.001	0.000733333	0	0.0018	0	0	0	0	0	0	0	0	0	0.003533333	6.66667E-05	0.000133333	0	0	0	0	0	0	0	0.000133333	0	0.0002	0.000933333	0.000266667	0.0002	6.66667E-05	0	0	0.001333333	0.0006	0.005333333	0	6.66667E-05	0.003466667	0	0	0.0002	6.66667E-05	0.0058	6.66667E-05	0.001133333	0.0026	0	0.000133333	6.66667E-05	0.000533333	0.0026	0	0	0	0.000733333	0	0	6.66667E-05	0	0	0.0002	0.002466667	0.0004	0	0	0.004533333	0	0	0	0	0.0002	0.006	0.0014	0	0.001666667	0	0	0.000666667	0	0	0.0002	0.000133333	0	0	0.000333333	0	0.000466667	0.000866667	0.001266667	0.000733333	0	0	0.001	0.000133333	0	0.0014	0.0002	0.0002	0	0	0	6.66667E-05	0	0	0.002066667	0.000133333	0	0	0	0	0.002	0	0	0.000333333	0	0.002	0	0.000533333	0	0	0	0.0002	0	0	0	0.000133333	0	6.66667E-05	0	0	0	0	0	0.000133333	0.000266667	0.000466667	0	0	0	0	0.000133333	0	0.001933333	0	0.000466667	0	0	6.66667E-05	0	0	0	6.66667E-05	6.66667E-05	0.0002	0.003	0.0002	6.66667E-05	0.000533333	6.66667E-05	0	6.66667E-05	0	0	0.0012	6.66667E-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	6.66667E-05	0	0	0	6.66667E-05	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	6.66667E-05	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0	0.001266667	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0.000333333	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000466667	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0.0002	0	0	0.0002	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__	0	0	0	0.000133333	0	0.000133333	0.0002	0	6.66667E-05	6.66667E-05	0	0.000466667	0	0	0	0	0.0002	0	0.000133333	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0.000133333	0.000333333	0	6.66667E-05	0	0	0	0.0002	0.000133333	0.004466667	0.0004	0	0	0	0	0	0	0.000266667	0	6.66667E-05	0	0.000133333	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0.002533333	0	0	0.0006	0	0	0.000466667	0	0.000466667	0.0002	0.000133333	0.000133333	0	0.001	6.66667E-05	6.66667E-05	6.66667E-05	6.66667E-05	0.000133333	0	0	0	0	0	0.002333333	0	0.0012	0.000333333	0	6.66667E-05	0	6.66667E-05	0	0	0.0016	0	0	6.66667E-05	0	0	0.000466667	0.0012	0	6.66667E-05	0	0.000133333	0	6.66667E-05	0	0	6.66667E-05	0	0.0006	0.000733333	0.000466667	0.0006	0	0	0	0.000133333	0	0	0	6.66667E-05	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0.000466667	0	0.1008	0	0	0.000266667	0	0.000133333	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0.007933333	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae	0.000133333	0.003	0.0004	0.003	0.0026	0.0058	0.0082	0	0.0038	0.010066667	0.009533333	0.002066667	0.003666667	0.009066667	0.0046	0	0.0082	0.004866667	0.0034	0.002533333	0.001066667	0.001066667	0.002933333	0.005266667	0.029933333	0.001466667	0.0022	0.0002	0.002466667	6.66667E-05	0.001666667	0.0012	0.015266667	0.0156	0.001933333	0.001933333	6.66667E-05	0.0042	0.0002	0.008066667	0.003266667	0.0052	0.003133333	0.000133333	6.66667E-05	0	0.000666667	0.003333333	0.001333333	0.0016	0.0028	0.051	0.011733333	0.050266667	0.0024	0	6.66667E-05	0.013133333	0	0.0074	0.010466667	0.002733333	0.004733333	0.000533333	0.0006	0.000466667	0.001	0.002133333	0.003066667	0.003	0.000333333	0.002133333	0.0108	0.073	0.0002	0.0004	0.011333333	0.004666667	0.001733333	0.001733333	0.001066667	0.021733333	0.005066667	0.001733333	0.013866667	0.000333333	0.007133333	0.0016	0.0008	0.0114	0.003066667	0.003533333	0.003866667	0.007	0.001666667	0.000666667	0.0002	0.006466667	0	0.012066667	0.015	0.0072	0.0018	0.000266667	0.009	0.0002	6.66667E-05	0.0136	6.66667E-05	0.0004	0.0038	0.002933333	6.66667E-05	0.001466667	0.005133333	0.001266667	0.007533333	0.000266667	0.0006	0.003066667	0.0032	0.000133333	0	0.000866667	0	0.000333333	0.000866667	0.032733333	0.001666667	0.000666667	6.66667E-05	0.0024	0.009866667	0.004533333	0.0172	0.0008	0.008933333	6.66667E-05	0.0028	0.0042	0.0002	6.66667E-05	0.005733333	0.0028	0.0118	0.000466667	0.000866667	0.003733333	6.66667E-05	0.008333333	0.000733333	0.1088	0.0076	0.0024	0.0162	6.66667E-05	0.017066667	0.000266667	0.000533333	0.000333333	0.003533333	6.66667E-05	0.000266667	0.0008	0.004866667	0.000133333	0.001466667	0.0014	0.000133333	0.001533333	0.001266667	0.000866667	0.019533333	0.002466667	0.009733333	0.001933333	0.008133333	0.003	0.000866667	0.001866667	0.0006	0.005533333	0.002733333	0.0014	0.000266667	0.002933333	0.002066667	0.000666667	0.004133333	0.002333333	0.001266667	0.0008	0.009533333	0.001133333	0.004333333	0.0358	0.001733333	0.000933333	0.0002	0.003333333	0.0006	0.000533333	0.01	0.0038
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae	6.66667E-05	0.006266667	6.66667E-05	0.0072	0.001266667	0.000866667	0.0002	0	0.0038	0.0012	0.001933333	0.000133333	0.000533333	0.001733333	0.002066667	0	0.0016	0.000133333	0.001333333	0.000266667	0	0.000466667	0.000533333	0.003066667	0.000733333	0.000333333	0.011466667	0	0.0008	6.66667E-05	0.0004	0.0006	0.002733333	0.0014	0.001666667	0.0008	0	0.001	0	0.0034	0.002666667	0	0.0026	6.66667E-05	0	0	0.000466667	0.001733333	0.003266667	6.66667E-05	0.000133333	0.0004	0.0014	6.66667E-05	0.0012	0	0	0.000333333	0	6.66667E-05	0.001133333	0.000133333	0.000666667	6.66667E-05	6.66667E-05	0.000866667	0.000933333	0.004466667	0.0006	0.000933333	0.0006	0.005533333	0.021333333	0.003533333	6.66667E-05	0.0006	0.010133333	0.000666667	6.66667E-05	0.000333333	0.001133333	0.003866667	0.000133333	0.015	0.001133333	0	0.0006	0	6.66667E-05	0.001333333	0.000933333	6.66667E-05	0.001866667	0.0058	0	0.0008	0	0	0	0.000266667	0.000533333	0.002733333	0.000733333	0	0.002133333	0	0	0.0004	6.66667E-05	0	0.000666667	0.002066667	6.66667E-05	0.0024	0.000266667	0.001533333	0.014	6.66667E-05	0.000466667	0.0002	0.0018	0	0	0.009666667	6.66667E-05	0.002133333	6.66667E-05	0.002333333	0.0008	0	0	0.001333333	0.000133333	6.66667E-05	0.001933333	0.000133333	0.000333333	0.000133333	0.000866667	6.66667E-05	0.001733333	0	0.001466667	0.005	0.000533333	0	0.0002	0.000266667	0	0.002466667	0	0.0224	0.001333333	0.000866667	0.001733333	0	0.010333333	0	0	0.005066667	0.001066667	0.000133333	6.66667E-05	0	0.001066667	0	0.000133333	0.006066667	0	0.004266667	6.66667E-05	0.0064	0.000266667	0.000733333	0.0014	0.000333333	6.66667E-05	0.001466667	0.010733333	0.0006	0.0014	0.0056	0.000133333	0.005733333	0	0.0026	0.000533333	0.0002	0.000666667	0.000533333	0.000733333	0	0.001	0.000133333	0.003333333	0.000266667	0.000933333	0.0006	0	0.0004	0.0016	0	0.002533333	0.0008
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0.000333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0.0002
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	6.66667E-05	0	6.66667E-05	0	0	0	0	6.66667E-05	6.66667E-05	0.000133333	0	0	0	0.000133333	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000333333	0	0	0	0.000266667	0	0	0	0	0	0	6.66667E-05	0	0.0042	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	6.66667E-05	0	0	0	0.001	0	0	0	0	0	0	0	0	0.002533333	0	0	0.000266667	0	0.000133333	0	0.0002	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0.001	0	0.000133333	0	0	6.66667E-05	0.000666667	0	0.000133333	0	6.66667E-05	0	0.000266667	0	0	0	0	0	6.66667E-05	6.66667E-05	0	6.66667E-05	0	0	0	0	0	0	0	0	0.000333333	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	6.66667E-05	0	0	0	0	6.66667E-05	0	6.66667E-05	0	6.66667E-05	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Procabacteriales;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Procabacteriales;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	6.66667E-05	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Procabacteriales;f__Procabacteriaceae	0	0	0	0.0004	0	0.000133333	6.66667E-05	6.66667E-05	0.0002	0.000266667	6.66667E-05	0	0	0	0.0004	0	0.001333333	0.000266667	0.0004	0.0002	0	0.0002	0.000533333	0.000933333	0	0	0.000333333	6.66667E-05	0.000333333	0.000133333	6.66667E-05	0.0002	0.0002	0.000333333	0.000266667	6.66667E-05	0	0.000133333	6.66667E-05	0.000333333	0.0008	0	0.000733333	0	0	0	6.66667E-05	0.000133333	6.66667E-05	0.0006	0.0004	0	0.000533333	0.0002	0.000466667	0	6.66667E-05	0.000133333	0	0	6.66667E-05	0.001	0.000133333	0	0.0004	0	0.000466667	0.0004	0.0008	0	0	6.66667E-05	0.000333333	0	0.000133333	6.66667E-05	0.000333333	0	0	0.0002	0	6.66667E-05	0	0	6.66667E-05	0	0	0.000733333	0.000466667	0	0.0002	0	6.66667E-05	0.000133333	6.66667E-05	0.000533333	6.66667E-05	0	0	0.000933333	0.000266667	0.0002	0	0	0.0002	0	6.66667E-05	0	0	6.66667E-05	0.000266667	0.0004	0	0.000466667	0	0	0.000466667	0	0	6.66667E-05	0.000266667	0	0	0.000533333	0	0	0.000266667	0.000133333	0	0	0	0.0008	0	0	0.005333333	6.66667E-05	0.002	0	0	0.000266667	0	0	6.66667E-05	0.000733333	0.0002	6.66667E-05	0.000333333	0.000133333	0	0.000333333	0.0002	0	6.66667E-05	0.000533333	0.0006	0	0.0004	0	0	0	0	0	0	0	6.66667E-05	0	0.000866667	0	0	0	0	6.66667E-05	6.66667E-05	0.000133333	0.000266667	0.0002	0.0002	0	0	6.66667E-05	0	0.000466667	0.000466667	0.000133333	6.66667E-05	0	0.000666667	0	0.000266667	0	6.66667E-05	0	6.66667E-05	0.000533333	0.002666667	0	0.000133333	0	0.0002	0.0002	0	6.66667E-05	0.0006	0.000266667
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae	0	0	0.0076	0.005666667	0.004933333	0.014533333	0.004866667	6.66667E-05	0.0146	0.0042	0.000466667	0.000133333	0.003466667	0.003066667	0.006666667	6.66667E-05	0.004533333	0.000533333	0.003133333	0.001533333	0	0.000266667	0.002133333	0.001666667	0.000733333	0	0.028733333	0	0.0056	0	0.000266667	0.000266667	0.016066667	0.013733333	0.002666667	0.008466667	0	0.016066667	6.66667E-05	0.029533333	0.024133333	0.005466667	0.008066667	0	0	0.000266667	0.0008	6.66667E-05	0.003133333	0.000466667	0.001066667	0.0058	0.002333333	0.0026	0.0008	0	0.000133333	0.0002	0	0.000133333	0.0002	6.66667E-05	0.000533333	0	0.001866667	0.000533333	0.0056	0.0026	0.002533333	0	0	0.005066667	0.001466667	0.0038	0	6.66667E-05	0.024733333	0.000466667	0.0006	0.0146	0.0016	0.038666667	0.001666667	0.002866667	0.0064	0.000133333	0.0004	0.003733333	0.008	0.003933333	0.000533333	0	0.000333333	0.001733333	0.001	0.000733333	0.001	0.000533333	0	0.000133333	0.004066667	0.011466667	0.000866667	0.000133333	0.013533333	0.000133333	0	0.000133333	0	0.0006	0.0056	0.007066667	6.66667E-05	0.024933333	6.66667E-05	0.0002	0.003666667	6.66667E-05	0	0	0.008066667	0	0	0.010866667	6.66667E-05	0.0028	0.006533333	0.023866667	0.034466667	0	0.000533333	0.005666667	0.001666667	0.0004	0.005333333	0.0002	0.0164	0	0.000666667	0.008066667	0.002133333	0.001	0	0.0156	0.004133333	0	6.66667E-05	0.002533333	0	0.0038	0.042066667	0.000533333	0.000533333	0.000133333	0.006666667	0.000133333	0.002133333	0	0.000133333	0	0.0044	6.66667E-05	0	0.000133333	0.000866667	0	0.000466667	6.66667E-05	6.66667E-05	0	0.001466667	0.002866667	0.000533333	6.66667E-05	0.017666667	0.001133333	6.66667E-05	0.000133333	0.000666667	0.002133333	0.002066667	0.0142	0.008666667	0.006333333	6.66667E-05	0.000466667	0.002533333	0.000466667	6.66667E-05	0.000533333	0.0002	0.001666667	0.001066667	0.0106	0.0004	0.000333333	0.001933333	0.0052	0.0002	6.66667E-05	0.000133333	6.66667E-05	0.004933333	0.0008
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SBla14;f__	0	0	0.000133333	0.000133333	0.000133333	0.004733333	0.001133333	0	0	0.001066667	0	0	0	0.000266667	0.000133333	0	0.0004	0	0.0004	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0.001266667	0.000933333	0.000133333	0	0	0.0002	0	0.000533333	0.000266667	0	0.0004	0	0	0	0	0	6.66667E-05	0	0	0	0.000533333	0.000133333	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0.0002	0	6.66667E-05	0	0	6.66667E-05	6.66667E-05	0	0	0	0.001933333	0	0	0.000933333	0.0002	0.0052	6.66667E-05	0.000133333	0.001533333	0	0	6.66667E-05	0	0.0004	0	0	0	0.000466667	0	0	0	0	0	0	0.002333333	0.0002	0	0	0.000866667	0	0	0	0	6.66667E-05	0.000533333	0.000333333	0	0.0016	0	0	6.66667E-05	0	0	0	6.66667E-05	0	0	0.001666667	0	0.0008	0.0016	0.000266667	6.66667E-05	0	0	0.000266667	0.000133333	0	0.0006	0	0	0	0	0.000666667	0	0	0	0.000333333	0	0	0	0	0	0.000333333	0	0	0	0	0.000466667	0	6.66667E-05	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0.005933333	6.66667E-05	0	0	0	0.000133333	0	0.002133333	0	0.000266667	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0.000533333
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84;f__	0	0	0.001466667	0.010466667	0.001	0.012666667	0.0022	0.000533333	0.0066	0.004266667	0.000466667	0.0002	0.001666667	0.002533333	0.001333333	6.66667E-05	0.003666667	0.000733333	0.0096	0.000733333	0.000333333	0.0132	0.006266667	0.0128	0.000133333	0	0.001866667	6.66667E-05	0.005466667	0.0006	0.000266667	0.001666667	0.025666667	0.0304	0.004133333	0.002533333	0.000133333	0.0148	0.0002	0.003666667	0.0058	6.66667E-05	0.002266667	0	0.000533333	0.0002	0.000133333	0.000266667	0.002733333	0.0002	0.002133333	0.001	0.008133333	6.66667E-05	0.0056	0	0.0004	0.000866667	0.000133333	6.66667E-05	0.0006	0.000266667	0.008266667	6.66667E-05	0.002266667	0.0076	0.013133333	0.002733333	0.009733333	0.001333333	0	0.002533333	0.0042	0.0002	0.000266667	0.000333333	0.0062	0.000466667	0.0004	0.003	0.001066667	0.008266667	0.000866667	0.0046	0.0034	0.000266667	0.000133333	0.0024	0.000866667	0.008333333	0.001266667	0.001133333	0.001133333	0.002533333	0.000666667	0.001733333	0.000533333	0	6.66667E-05	0.000666667	0.005733333	0.001133333	0.006	0.000933333	0.017	0	6.66667E-05	6.66667E-05	0	0.000533333	0.011666667	0.004	0.000133333	0.008533333	0.000133333	0.001866667	0.002933333	0.000133333	0.0012	0.000333333	0.002866667	0.000133333	6.66667E-05	0.005066667	0	0.000466667	0.0006	0.001466667	0.0074	0	0.005066667	0.004133333	0.005133333	6.66667E-05	0.002466667	0.001466667	0.003933333	6.66667E-05	0.000933333	0.003266667	0.0012	0.005866667	0.0012	0.0144	0.003733333	0.001466667	0.003733333	0.0074	0	0.0116	0.002333333	0	0.000933333	0.0004	0.007466667	0	0.0022	0.0002	0	6.66667E-05	0.004066667	0.001466667	0.000466667	0.000266667	0.000266667	0.000266667	0.003666667	0.000266667	0.001066667	0.0004	0.0028	0.000733333	0.001	0.0116	0.017666667	0.001266667	0.000666667	0	0.000266667	0.0204	6.66667E-05	0.004866667	0.031733333	0.003133333	0.0002	0.004533333	0.0046	0.001333333	0	0.000733333	0.0012	0.024133333	0.0006	0.002533333	0.0134	0.0002	0.004933333	0.0018	0.003	0.0026	0	6.66667E-05	0.0048	0.006133333
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Thiobacterales;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
