Gene	Taxon	Plot	landuseCode	Elevation	variable	value
18S	Basidiomycota	CM30c53-I	I	155	Orders	8
18S	Basidiomycota	CM30c51-I	I	67	Orders	7
18S	Basidiomycota	CM30b58-C	I	9	Orders	5
18S	Basidiomycota	LB1-E	I	630	Orders	8
18S	Basidiomycota	CM31a5-A	I	70	Orders	6
18S	Basidiomycota	Plot08-O	I	460	Orders	9
18S	Basidiomycota	Plot05-I	I	240	Orders	10
18S	Basidiomycota	Plot01-B	I	50	Orders	7
18S	Basidiomycota	CM30c-O	I	283	Orders	9
18S	Basidiomycota	CM30b60-E	I	400	Orders	6
18S	Basidiomycota	CM30c39-E	I	290	Orders	3
18S	Basidiomycota	Plot02-M	I	90	Orders	7
18S	Basidiomycota	CM30c-P	I	283	Orders	6
18S	Basidiomycota	CM30c35-D	I	165	Orders	8
18S	Basidiomycota	CM30d12-H	I	371	Orders	5
18S	Basidiomycota	CM30d12-L	I	371	Orders	7
18S	Basidiomycota	CM30c46-D	I	319	Orders	5
18S	Basidiomycota	CM30c44-B	I	110	Orders	6
18S	Basidiomycota	CM30c35-B	I	165	Orders	7
18S	Basidiomycota	CM30d3-L	I	518	Orders	11
18S	Basidiomycota	CM30b51-B	I	174.627853	Orders	9
18S	Basidiomycota	Plot06-I	I	320	Orders	9
18S	Basidiomycota	Plot06-N	I	320	Orders	6
18S	Basidiomycota	Plot05-N	I	240	Orders	9
18S	Basidiomycota	CM30c46-O	I	319	Orders	7
18S	Basidiomycota	CM30b51-M	I	174.627853	Orders	7
18S	Basidiomycota	CM30d3-D	I	518	Orders	11
18S	Basidiomycota	CM31a5-B	I	70	Orders	4
18S	Basidiomycota	Plot01-L	I	50	Orders	7
18S	Basidiomycota	CM30c53-B	I	155	Orders	10
18S	Basidiomycota	Plot02-C	I	90	Orders	5
18S	Basidiomycota	CM30c44-C	I	110	Orders	6
18S	Glomeromycota	CM30c60-A	I	51	Orders	0
18S	Glomeromycota	CM30c60-B	I	51	Orders	2
18S	Glomeromycota	CM30c28-N	I	227	Orders	0
18S	Glomeromycota	CM30c28-P	I	227	Orders	0
18S	Glomeromycota	CM30b58-I	I	9	Orders	0
18S	Glomeromycota	CM30c37-L	I	279	Orders	2
18S	Glomeromycota	CM30c62-D	I	99	Orders	0
18S	Glomeromycota	CM30c30-N	I	597	Orders	1
18S	Glomeromycota	Plot08-I	I	460	Orders	0
18S	Glomeromycota	Plot03-N	I	160	Orders	0
18S	Glomeromycota	Plot07-N	I	420	Orders	2
18S	Glomeromycota	LB1-A	I	630	Orders	0
18S	Glomeromycota	CM30c37-E	I	279	Orders	2
18S	Glomeromycota	LB5-I	I	634	Orders	1
18S	Glomeromycota	CM30b60-M	I	400	Orders	1
18S	Glomeromycota	CM30c30-L	I	597	Orders	0
18S	Glomeromycota	Plot04-N	I	260	Orders	1
18S	Glomeromycota	LB5-A	I	634	Orders	0
18S	Glomeromycota	Plot07-M	I	420	Orders	1
18S	Glomeromycota	CM30c39-A	I	290	Orders	1
18S	Glomeromycota	CM30c62-M	I	99	Orders	1
18S	Glomeromycota	Plot04-A	I	260	Orders	1
18S	Glomeromycota	Plot03-H	I	160	Orders	2
18S	Glomeromycota	CM30c51-H	I	67	Orders	1
18S	Glomeromycota	CM30c53-I	I	155	Orders	0
18S	Glomeromycota	CM30c51-I	I	67	Orders	0
18S	Glomeromycota	CM30b58-C	I	9	Orders	2
18S	Glomeromycota	LB1-E	I	630	Orders	0
18S	Glomeromycota	CM31a5-A	I	70	Orders	0
18S	Glomeromycota	Plot08-O	I	460	Orders	2
18S	Glomeromycota	Plot05-I	I	240	Orders	0
18S	Glomeromycota	Plot01-B	I	50	Orders	0
18S	Glomeromycota	CM30c-O	I	283	Orders	0
18S	Glomeromycota	CM30b60-E	I	400	Orders	1
18S	Glomeromycota	CM30c39-E	I	290	Orders	1
18S	Glomeromycota	Plot02-M	I	90	Orders	0
18S	Glomeromycota	CM30c-P	I	283	Orders	0
18S	Glomeromycota	CM30c35-D	I	165	Orders	1
18S	Glomeromycota	CM30d12-H	I	371	Orders	0
18S	Glomeromycota	CM30d12-L	I	371	Orders	1
18S	Glomeromycota	CM30c46-D	I	319	Orders	0
18S	Glomeromycota	CM30c44-B	I	110	Orders	2
18S	Glomeromycota	CM30c35-B	I	165	Orders	0
18S	Glomeromycota	CM30d3-L	I	518	Orders	2
18S	Glomeromycota	CM30b51-B	I	174.627853	Orders	1
18S	Glomeromycota	Plot06-I	I	320	Orders	0
18S	Glomeromycota	Plot06-N	I	320	Orders	2
18S	Glomeromycota	Plot05-N	I	240	Orders	2
18S	Glomeromycota	CM30c46-O	I	319	Orders	1
18S	Glomeromycota	CM30b51-M	I	174.627853	Orders	0
18S	Glomeromycota	CM30d3-D	I	518	Orders	1
18S	Glomeromycota	CM31a5-B	I	70	Orders	0
18S	Glomeromycota	Plot01-L	I	50	Orders	0
18S	Glomeromycota	CM30c53-B	I	155	Orders	0
18S	Glomeromycota	Plot02-C	I	90	Orders	0
18S	Glomeromycota	CM30c44-C	I	110	Orders	1
18S	Platyhelminthes	CM30c60-A	I	51	Orders	2
18S	Platyhelminthes	CM30c60-B	I	51	Orders	2
18S	Platyhelminthes	CM30c28-N	I	227	Orders	3
18S	Platyhelminthes	CM30c28-P	I	227	Orders	2
18S	Platyhelminthes	CM30b58-I	I	9	Orders	3
18S	Platyhelminthes	CM30c37-L	I	279	Orders	3
18S	Platyhelminthes	CM30c62-D	I	99	Orders	1
18S	Platyhelminthes	CM30c30-N	I	597	Orders	3
18S	Platyhelminthes	Plot08-I	I	460	Orders	3
18S	Platyhelminthes	Plot03-N	I	160	Orders	3
18S	Platyhelminthes	Plot07-N	I	420	Orders	2
18S	Platyhelminthes	LB1-A	I	630	Orders	3
18S	Platyhelminthes	CM30c37-E	I	279	Orders	3
18S	Platyhelminthes	LB5-I	I	634	Orders	3
18S	Platyhelminthes	CM30b60-M	I	400	Orders	3
18S	Platyhelminthes	CM30c30-L	I	597	Orders	3
18S	Platyhelminthes	Plot04-N	I	260	Orders	3
18S	Platyhelminthes	LB5-A	I	634	Orders	2
18S	Platyhelminthes	Plot07-M	I	420	Orders	3
18S	Platyhelminthes	CM30c39-A	I	290	Orders	3
18S	Platyhelminthes	CM30c62-M	I	99	Orders	2
18S	Platyhelminthes	Plot04-A	I	260	Orders	3
18S	Platyhelminthes	Plot03-H	I	160	Orders	1
18S	Platyhelminthes	CM30c51-H	I	67	Orders	0
18S	Platyhelminthes	CM30c53-I	I	155	Orders	2
18S	Platyhelminthes	CM30c51-I	I	67	Orders	1
18S	Platyhelminthes	CM30b58-C	I	9	Orders	3
18S	Platyhelminthes	LB1-E	I	630	Orders	3
18S	Platyhelminthes	CM31a5-A	I	70	Orders	2
18S	Platyhelminthes	Plot08-O	I	460	Orders	3
18S	Platyhelminthes	Plot05-I	I	240	Orders	3
18S	Platyhelminthes	Plot01-B	I	50	Orders	2
18S	Platyhelminthes	CM30c-O	I	283	Orders	3
18S	Platyhelminthes	CM30b60-E	I	400	Orders	3
18S	Platyhelminthes	CM30c39-E	I	290	Orders	2
18S	Platyhelminthes	Plot02-M	I	90	Orders	1
18S	Platyhelminthes	CM30c-P	I	283	Orders	3
18S	Platyhelminthes	CM30c35-D	I	165	Orders	3
18S	Platyhelminthes	CM30d12-H	I	371	Orders	2
18S	Platyhelminthes	CM30d12-L	I	371	Orders	2
18S	Platyhelminthes	CM30c46-D	I	319	Orders	2
18S	Platyhelminthes	CM30c44-B	I	110	Orders	1
18S	Platyhelminthes	CM30c35-B	I	165	Orders	1
18S	Platyhelminthes	CM30d3-L	I	518	Orders	3
18S	Platyhelminthes	CM30b51-B	I	174.627853	Orders	3
18S	Platyhelminthes	Plot06-I	I	320	Orders	3
18S	Platyhelminthes	Plot06-N	I	320	Orders	2
18S	Platyhelminthes	Plot05-N	I	240	Orders	2
18S	Platyhelminthes	CM30c46-O	I	319	Orders	3
18S	Platyhelminthes	CM30b51-M	I	174.627853	Orders	3
18S	Platyhelminthes	CM30d3-D	I	518	Orders	3
18S	Platyhelminthes	CM31a5-B	I	70	Orders	2
18S	Platyhelminthes	Plot01-L	I	50	Orders	1
18S	Platyhelminthes	CM30c53-B	I	155	Orders	2
18S	Platyhelminthes	Plot02-C	I	90	Orders	3
18S	Platyhelminthes	CM30c44-C	I	110	Orders	1
18S	Nematoda	CM30c60-A	I	51	Orders	7
18S	Nematoda	CM30c60-B	I	51	Orders	7
18S	Nematoda	CM30c28-N	I	227	Orders	10
18S	Nematoda	CM30c28-P	I	227	Orders	7
18S	Nematoda	CM30b58-I	I	9	Orders	7
18S	Nematoda	CM30c37-L	I	279	Orders	9
18S	Nematoda	CM30c62-D	I	99	Orders	7
18S	Nematoda	CM30c30-N	I	597	Orders	9
18S	Nematoda	Plot08-I	I	460	Orders	9
18S	Nematoda	Plot03-N	I	160	Orders	8
18S	Nematoda	Plot07-N	I	420	Orders	7
18S	Nematoda	LB1-A	I	630	Orders	8
18S	Nematoda	CM30c37-E	I	279	Orders	8
18S	Nematoda	LB5-I	I	634	Orders	11
18S	Nematoda	CM30b60-M	I	400	Orders	8
18S	Nematoda	CM30c30-L	I	597	Orders	9
18S	Nematoda	Plot04-N	I	260	Orders	9
18S	Nematoda	LB5-A	I	634	Orders	10
18S	Nematoda	Plot07-M	I	420	Orders	9
18S	Nematoda	CM30c39-A	I	290	Orders	7
18S	Nematoda	CM30c62-M	I	99	Orders	10
18S	Nematoda	Plot04-A	I	260	Orders	11
18S	Nematoda	Plot03-H	I	160	Orders	12
18S	Nematoda	CM30c51-H	I	67	Orders	6
18S	Nematoda	CM30c53-I	I	155	Orders	8
18S	Nematoda	CM30c51-I	I	67	Orders	11
18S	Nematoda	CM30b58-C	I	9	Orders	8
18S	Nematoda	LB1-E	I	630	Orders	8
18S	Nematoda	CM31a5-A	I	70	Orders	7
18S	Nematoda	Plot08-O	I	460	Orders	9
18S	Nematoda	Plot05-I	I	240	Orders	7
18S	Nematoda	Plot01-B	I	50	Orders	8
18S	Nematoda	CM30c-O	I	283	Orders	5
18S	Nematoda	CM30b60-E	I	400	Orders	9
18S	Nematoda	CM30c39-E	I	290	Orders	7
18S	Nematoda	Plot02-M	I	90	Orders	8
18S	Nematoda	CM30c-P	I	283	Orders	8
18S	Nematoda	CM30c35-D	I	165	Orders	9
18S	Nematoda	CM30d12-H	I	371	Orders	9
18S	Nematoda	CM30d12-L	I	371	Orders	9
18S	Nematoda	CM30c46-D	I	319	Orders	7
18S	Nematoda	CM30c44-B	I	110	Orders	7
18S	Nematoda	CM30c35-B	I	165	Orders	8
18S	Nematoda	CM30d3-L	I	518	Orders	11
18S	Nematoda	CM30b51-B	I	174.627853	Orders	11
18S	Nematoda	Plot06-I	I	320	Orders	7
18S	Nematoda	Plot06-N	I	320	Orders	11
18S	Nematoda	Plot05-N	I	240	Orders	10
18S	Nematoda	CM30c46-O	I	319	Orders	10
18S	Nematoda	CM30b51-M	I	174.627853	Orders	9
18S	Nematoda	CM30d3-D	I	518	Orders	9
18S	Nematoda	CM31a5-B	I	70	Orders	5
18S	Nematoda	Plot01-L	I	50	Orders	9
18S	Nematoda	CM30c53-B	I	155	Orders	7
18S	Nematoda	Plot02-C	I	90	Orders	6
18S	Nematoda	CM30c44-C	I	110	Orders	7
18S	Arthropoda	CM30c60-A	I	51	Orders	7
18S	Arthropoda	CM30c60-B	I	51	Orders	10
18S	Arthropoda	CM30c28-N	I	227	Orders	11
18S	Arthropoda	CM30c28-P	I	227	Orders	11
18S	Arthropoda	CM30b58-I	I	9	Orders	9
18S	Arthropoda	CM30c37-L	I	279	Orders	15
18S	Arthropoda	CM30c62-D	I	99	Orders	8
18S	Arthropoda	CM30c30-N	I	597	Orders	9
18S	Arthropoda	Plot08-I	I	460	Orders	13
18S	Arthropoda	Plot03-N	I	160	Orders	13
18S	Arthropoda	Plot07-N	I	420	Orders	5
18S	Arthropoda	LB1-A	I	630	Orders	13
18S	Arthropoda	CM30c37-E	I	279	Orders	11
18S	Arthropoda	LB5-I	I	634	Orders	14
18S	Arthropoda	CM30b60-M	I	400	Orders	11
18S	Arthropoda	CM30c30-L	I	597	Orders	9
18S	Arthropoda	Plot04-N	I	260	Orders	11
18S	Arthropoda	LB5-A	I	634	Orders	10
18S	Arthropoda	Plot07-M	I	420	Orders	10
18S	Arthropoda	CM30c39-A	I	290	Orders	3
18S	Arthropoda	CM30c62-M	I	99	Orders	7
18S	Arthropoda	Plot04-A	I	260	Orders	13
18S	Arthropoda	Plot03-H	I	160	Orders	4
18S	Arthropoda	CM30c51-H	I	67	Orders	11
18S	Arthropoda	CM30c53-I	I	155	Orders	12
18S	Arthropoda	CM30c51-I	I	67	Orders	11
18S	Arthropoda	CM30b58-C	I	9	Orders	11
18S	Arthropoda	LB1-E	I	630	Orders	13
18S	Arthropoda	CM31a5-A	I	70	Orders	9
18S	Arthropoda	Plot08-O	I	460	Orders	13
18S	Arthropoda	Plot05-I	I	240	Orders	12
18S	Arthropoda	Plot01-B	I	50	Orders	3
18S	Arthropoda	CM30c-O	I	283	Orders	10
18S	Arthropoda	CM30b60-E	I	400	Orders	12
18S	Arthropoda	CM30c39-E	I	290	Orders	7
18S	Arthropoda	Plot02-M	I	90	Orders	13
18S	Arthropoda	CM30c-P	I	283	Orders	12
18S	Arthropoda	CM30c35-D	I	165	Orders	10
18S	Arthropoda	CM30d12-H	I	371	Orders	12
18S	Arthropoda	CM30d12-L	I	371	Orders	12
18S	Arthropoda	CM30c46-D	I	319	Orders	9
18S	Arthropoda	CM30c44-B	I	110	Orders	8
18S	Arthropoda	CM30c35-B	I	165	Orders	6
18S	Arthropoda	CM30d3-L	I	518	Orders	15
18S	Arthropoda	CM30b51-B	I	174.627853	Orders	7
18S	Arthropoda	Plot06-I	I	320	Orders	11
18S	Arthropoda	Plot06-N	I	320	Orders	7
18S	Arthropoda	Plot05-N	I	240	Orders	14
18S	Arthropoda	CM30c46-O	I	319	Orders	11
18S	Arthropoda	CM30b51-M	I	174.627853	Orders	10
18S	Arthropoda	CM30d3-D	I	518	Orders	10
18S	Arthropoda	CM31a5-B	I	70	Orders	7
18S	Arthropoda	Plot01-L	I	50	Orders	4
18S	Arthropoda	CM30c53-B	I	155	Orders	10
18S	Arthropoda	Plot02-C	I	90	Orders	8
18S	Arthropoda	CM30c44-C	I	110	Orders	4
18S	Tardigrada	CM30c60-A	I	51	Orders	0
18S	Tardigrada	CM30c60-B	I	51	Orders	0
18S	Tardigrada	CM30c28-N	I	227	Orders	0
18S	Tardigrada	CM30c28-P	I	227	Orders	0
18S	Tardigrada	CM30b58-I	I	9	Orders	0
18S	Tardigrada	CM30c37-L	I	279	Orders	0
18S	Tardigrada	CM30c62-D	I	99	Orders	1
18S	Tardigrada	CM30c30-N	I	597	Orders	0
18S	Tardigrada	Plot08-I	I	460	Orders	0
18S	Tardigrada	Plot03-N	I	160	Orders	0
18S	Tardigrada	Plot07-N	I	420	Orders	0
18S	Tardigrada	LB1-A	I	630	Orders	0
18S	Tardigrada	CM30c37-E	I	279	Orders	0
18S	Tardigrada	LB5-I	I	634	Orders	0
18S	Tardigrada	CM30b60-M	I	400	Orders	0
18S	Tardigrada	CM30c30-L	I	597	Orders	0
18S	Tardigrada	Plot04-N	I	260	Orders	0
18S	Tardigrada	LB5-A	I	634	Orders	0
18S	Tardigrada	Plot07-M	I	420	Orders	0
18S	Tardigrada	CM30c39-A	I	290	Orders	0
18S	Tardigrada	CM30c62-M	I	99	Orders	0
18S	Tardigrada	Plot04-A	I	260	Orders	0
18S	Tardigrada	Plot03-H	I	160	Orders	1
18S	Tardigrada	CM30c51-H	I	67	Orders	0
18S	Tardigrada	CM30c53-I	I	155	Orders	0
18S	Tardigrada	CM30c51-I	I	67	Orders	0
18S	Tardigrada	CM30b58-C	I	9	Orders	0
18S	Tardigrada	LB1-E	I	630	Orders	0
18S	Tardigrada	CM31a5-A	I	70	Orders	0
18S	Tardigrada	Plot08-O	I	460	Orders	0
18S	Tardigrada	Plot05-I	I	240	Orders	0
18S	Tardigrada	Plot01-B	I	50	Orders	0
18S	Tardigrada	CM30c-O	I	283	Orders	0
18S	Tardigrada	CM30b60-E	I	400	Orders	0
18S	Tardigrada	CM30c39-E	I	290	Orders	0
18S	Tardigrada	Plot02-M	I	90	Orders	0
18S	Tardigrada	CM30c-P	I	283	Orders	0
18S	Tardigrada	CM30c35-D	I	165	Orders	0
18S	Tardigrada	CM30d12-H	I	371	Orders	0
18S	Tardigrada	CM30d12-L	I	371	Orders	0
18S	Tardigrada	CM30c46-D	I	319	Orders	0
18S	Tardigrada	CM30c44-B	I	110	Orders	0
18S	Tardigrada	CM30c35-B	I	165	Orders	0
18S	Tardigrada	CM30d3-L	I	518	Orders	0
18S	Tardigrada	CM30b51-B	I	174.627853	Orders	0
18S	Tardigrada	Plot06-I	I	320	Orders	0
18S	Tardigrada	Plot06-N	I	320	Orders	0
18S	Tardigrada	Plot05-N	I	240	Orders	0
18S	Tardigrada	CM30c46-O	I	319	Orders	0
18S	Tardigrada	CM30b51-M	I	174.627853	Orders	0
18S	Tardigrada	CM30d3-D	I	518	Orders	0
18S	Tardigrada	CM31a5-B	I	70	Orders	0
18S	Tardigrada	Plot01-L	I	50	Orders	0
18S	Tardigrada	CM30c53-B	I	155	Orders	0
18S	Tardigrada	Plot02-C	I	90	Orders	0
18S	Tardigrada	CM30c44-C	I	110	Orders	0
18S	Annelida	CM30c60-A	I	51	Orders	1
18S	Annelida	CM30c60-B	I	51	Orders	1
18S	Annelida	CM30c28-N	I	227	Orders	1
18S	Annelida	CM30c28-P	I	227	Orders	1
18S	Annelida	CM30b58-I	I	9	Orders	1
18S	Annelida	CM30c37-L	I	279	Orders	1
18S	Annelida	CM30c62-D	I	99	Orders	1
18S	Annelida	CM30c30-N	I	597	Orders	1
18S	Annelida	Plot08-I	I	460	Orders	1
18S	Annelida	Plot03-N	I	160	Orders	1
18S	Annelida	Plot07-N	I	420	Orders	1
18S	Annelida	LB1-A	I	630	Orders	1
18S	Annelida	CM30c37-E	I	279	Orders	1
18S	Annelida	LB5-I	I	634	Orders	1
18S	Annelida	CM30b60-M	I	400	Orders	1
18S	Annelida	CM30c30-L	I	597	Orders	1
18S	Annelida	Plot04-N	I	260	Orders	1
18S	Annelida	LB5-A	I	634	Orders	1
18S	Annelida	Plot07-M	I	420	Orders	1
18S	Annelida	CM30c39-A	I	290	Orders	1
18S	Annelida	CM30c62-M	I	99	Orders	1
18S	Annelida	Plot04-A	I	260	Orders	1
18S	Annelida	Plot03-H	I	160	Orders	1
18S	Annelida	CM30c51-H	I	67	Orders	1
18S	Annelida	CM30c53-I	I	155	Orders	1
18S	Annelida	CM30c51-I	I	67	Orders	1
18S	Annelida	CM30b58-C	I	9	Orders	1
18S	Annelida	LB1-E	I	630	Orders	1
18S	Annelida	CM31a5-A	I	70	Orders	1
18S	Annelida	Plot08-O	I	460	Orders	1
18S	Annelida	Plot05-I	I	240	Orders	1
18S	Annelida	Plot01-B	I	50	Orders	1
18S	Annelida	CM30c-O	I	283	Orders	1
18S	Annelida	CM30b60-E	I	400	Orders	1
18S	Annelida	CM30c39-E	I	290	Orders	1
18S	Annelida	Plot02-M	I	90	Orders	1
18S	Annelida	CM30c-P	I	283	Orders	1
18S	Annelida	CM30c35-D	I	165	Orders	1
18S	Annelida	CM30d12-H	I	371	Orders	1
18S	Annelida	CM30d12-L	I	371	Orders	1
18S	Annelida	CM30c46-D	I	319	Orders	1
18S	Annelida	CM30c44-B	I	110	Orders	1
18S	Annelida	CM30c35-B	I	165	Orders	1
18S	Annelida	CM30d3-L	I	518	Orders	1
18S	Annelida	CM30b51-B	I	174.627853	Orders	1
18S	Annelida	Plot06-I	I	320	Orders	1
18S	Annelida	Plot06-N	I	320	Orders	1
18S	Annelida	Plot05-N	I	240	Orders	1
18S	Annelida	CM30c46-O	I	319	Orders	1
18S	Annelida	CM30b51-M	I	174.627853	Orders	1
18S	Annelida	CM30d3-D	I	518	Orders	1
18S	Annelida	CM31a5-B	I	70	Orders	1
18S	Annelida	Plot01-L	I	50	Orders	1
18S	Annelida	CM30c53-B	I	155	Orders	1
18S	Annelida	Plot02-C	I	90	Orders	1
18S	Annelida	CM30c44-C	I	110	Orders	1
18S	Gastrotricha	CM30c60-A	I	51	Orders	1
18S	Gastrotricha	CM30c60-B	I	51	Orders	1
18S	Gastrotricha	CM30c28-N	I	227	Orders	1
18S	Gastrotricha	CM30c28-P	I	227	Orders	1
18S	Gastrotricha	CM30b58-I	I	9	Orders	1
18S	Gastrotricha	CM30c37-L	I	279	Orders	1
18S	Gastrotricha	CM30c62-D	I	99	Orders	1
18S	Gastrotricha	CM30c30-N	I	597	Orders	1
18S	Gastrotricha	Plot08-I	I	460	Orders	1
18S	Gastrotricha	Plot03-N	I	160	Orders	1
18S	Gastrotricha	Plot07-N	I	420	Orders	1
18S	Gastrotricha	LB1-A	I	630	Orders	1
18S	Gastrotricha	CM30c37-E	I	279	Orders	1
18S	Gastrotricha	LB5-I	I	634	Orders	1
18S	Gastrotricha	CM30b60-M	I	400	Orders	1
18S	Gastrotricha	CM30c30-L	I	597	Orders	1
18S	Gastrotricha	Plot04-N	I	260	Orders	1
18S	Gastrotricha	LB5-A	I	634	Orders	1
18S	Gastrotricha	Plot07-M	I	420	Orders	1
18S	Gastrotricha	CM30c39-A	I	290	Orders	1
18S	Gastrotricha	CM30c62-M	I	99	Orders	1
18S	Gastrotricha	Plot04-A	I	260	Orders	1
18S	Gastrotricha	Plot03-H	I	160	Orders	1
18S	Gastrotricha	CM30c51-H	I	67	Orders	1
18S	Gastrotricha	CM30c53-I	I	155	Orders	1
18S	Gastrotricha	CM30c51-I	I	67	Orders	1
18S	Gastrotricha	CM30b58-C	I	9	Orders	1
18S	Gastrotricha	LB1-E	I	630	Orders	1
18S	Gastrotricha	CM31a5-A	I	70	Orders	1
18S	Gastrotricha	Plot08-O	I	460	Orders	1
18S	Gastrotricha	Plot05-I	I	240	Orders	1
18S	Gastrotricha	Plot01-B	I	50	Orders	1
18S	Gastrotricha	CM30c-O	I	283	Orders	1
18S	Gastrotricha	CM30b60-E	I	400	Orders	1
18S	Gastrotricha	CM30c39-E	I	290	Orders	1
18S	Gastrotricha	Plot02-M	I	90	Orders	1
18S	Gastrotricha	CM30c-P	I	283	Orders	1
18S	Gastrotricha	CM30c35-D	I	165	Orders	1
18S	Gastrotricha	CM30d12-H	I	371	Orders	1
18S	Gastrotricha	CM30d12-L	I	371	Orders	1
18S	Gastrotricha	CM30c46-D	I	319	Orders	1
18S	Gastrotricha	CM30c44-B	I	110	Orders	1
18S	Gastrotricha	CM30c35-B	I	165	Orders	1
18S	Gastrotricha	CM30d3-L	I	518	Orders	1
18S	Gastrotricha	CM30b51-B	I	174.627853	Orders	1
18S	Gastrotricha	Plot06-I	I	320	Orders	1
18S	Gastrotricha	Plot06-N	I	320	Orders	1
18S	Gastrotricha	Plot05-N	I	240	Orders	1
18S	Gastrotricha	CM30c46-O	I	319	Orders	1
18S	Gastrotricha	CM30b51-M	I	174.627853	Orders	1
18S	Gastrotricha	CM30d3-D	I	518	Orders	1
18S	Gastrotricha	CM31a5-B	I	70	Orders	1
18S	Gastrotricha	Plot01-L	I	50	Orders	1
18S	Gastrotricha	CM30c53-B	I	155	Orders	1
18S	Gastrotricha	Plot02-C	I	90	Orders	1
18S	Gastrotricha	CM30c44-C	I	110	Orders	1
18S	Rotifera	CM30c60-A	I	51	Orders	0
18S	Rotifera	CM30c60-B	I	51	Orders	0
18S	Rotifera	CM30c28-N	I	227	Orders	1
18S	Rotifera	CM30c28-P	I	227	Orders	0
18S	Rotifera	CM30b58-I	I	9	Orders	0
18S	Rotifera	CM30c37-L	I	279	Orders	0
18S	Rotifera	CM30c62-D	I	99	Orders	0
18S	Rotifera	CM30c30-N	I	597	Orders	0
18S	Rotifera	Plot08-I	I	460	Orders	0
18S	Rotifera	Plot03-N	I	160	Orders	0
18S	Rotifera	Plot07-N	I	420	Orders	0
18S	Rotifera	LB1-A	I	630	Orders	1
18S	Rotifera	CM30c37-E	I	279	Orders	0
18S	Rotifera	LB5-I	I	634	Orders	1
18S	Rotifera	CM30b60-M	I	400	Orders	0
18S	Rotifera	CM30c30-L	I	597	Orders	1
18S	Rotifera	Plot04-N	I	260	Orders	1
18S	Rotifera	LB5-A	I	634	Orders	0
18S	Rotifera	Plot07-M	I	420	Orders	0
18S	Rotifera	CM30c39-A	I	290	Orders	0
18S	Rotifera	CM30c62-M	I	99	Orders	0
18S	Rotifera	Plot04-A	I	260	Orders	1
18S	Rotifera	Plot03-H	I	160	Orders	0
18S	Rotifera	CM30c51-H	I	67	Orders	0
18S	Rotifera	CM30c53-I	I	155	Orders	0
18S	Rotifera	CM30c51-I	I	67	Orders	0
18S	Rotifera	CM30b58-C	I	9	Orders	0
18S	Rotifera	LB1-E	I	630	Orders	0
18S	Rotifera	CM31a5-A	I	70	Orders	1
18S	Rotifera	Plot08-O	I	460	Orders	0
18S	Rotifera	Plot05-I	I	240	Orders	0
18S	Rotifera	Plot01-B	I	50	Orders	0
18S	Rotifera	CM30c-O	I	283	Orders	0
18S	Rotifera	CM30b60-E	I	400	Orders	0
18S	Rotifera	CM30c39-E	I	290	Orders	0
18S	Rotifera	Plot02-M	I	90	Orders	0
18S	Rotifera	CM30c-P	I	283	Orders	0
18S	Rotifera	CM30c35-D	I	165	Orders	0
18S	Rotifera	CM30d12-H	I	371	Orders	1
18S	Rotifera	CM30d12-L	I	371	Orders	0
18S	Rotifera	CM30c46-D	I	319	Orders	1
18S	Rotifera	CM30c44-B	I	110	Orders	0
18S	Rotifera	CM30c35-B	I	165	Orders	0
18S	Rotifera	CM30d3-L	I	518	Orders	1
18S	Rotifera	CM30b51-B	I	174.627853	Orders	1
18S	Rotifera	Plot06-I	I	320	Orders	0
18S	Rotifera	Plot06-N	I	320	Orders	1
18S	Rotifera	Plot05-N	I	240	Orders	1
18S	Rotifera	CM30c46-O	I	319	Orders	0
18S	Rotifera	CM30b51-M	I	174.627853	Orders	0
18S	Rotifera	CM30d3-D	I	518	Orders	1
18S	Rotifera	CM31a5-B	I	70	Orders	0
18S	Rotifera	Plot01-L	I	50	Orders	0
18S	Rotifera	CM30c53-B	I	155	Orders	0
18S	Rotifera	Plot02-C	I	90	Orders	0
18S	Rotifera	CM30c44-C	I	110	Orders	0
18S	Porifera	CM30c60-A	I	51	Orders	0
18S	Porifera	CM30c60-B	I	51	Orders	0
18S	Porifera	CM30c28-N	I	227	Orders	0
18S	Porifera	CM30c28-P	I	227	Orders	0
18S	Porifera	CM30b58-I	I	9	Orders	1
18S	Porifera	CM30c37-L	I	279	Orders	0
18S	Porifera	CM30c62-D	I	99	Orders	0
18S	Porifera	CM30c30-N	I	597	Orders	1
18S	Porifera	Plot08-I	I	460	Orders	0
18S	Porifera	Plot03-N	I	160	Orders	1
18S	Porifera	Plot07-N	I	420	Orders	0
18S	Porifera	LB1-A	I	630	Orders	0
18S	Porifera	CM30c37-E	I	279	Orders	0
18S	Porifera	LB5-I	I	634	Orders	0
18S	Porifera	CM30b60-M	I	400	Orders	0
18S	Porifera	CM30c30-L	I	597	Orders	0
18S	Porifera	Plot04-N	I	260	Orders	1
18S	Porifera	LB5-A	I	634	Orders	0
18S	Porifera	Plot07-M	I	420	Orders	1
18S	Porifera	CM30c39-A	I	290	Orders	0
18S	Porifera	CM30c62-M	I	99	Orders	0
18S	Porifera	Plot04-A	I	260	Orders	1
18S	Porifera	Plot03-H	I	160	Orders	1
18S	Porifera	CM30c51-H	I	67	Orders	0
18S	Porifera	CM30c53-I	I	155	Orders	0
18S	Porifera	CM30c51-I	I	67	Orders	0
